performance_review_id,average_rating,customer_feedback_score,total_reviews,completion_rate,cancellation_rate,response_time,no_show_rate
1476,4.5,94.78,4,82.97,9.19,19.0,3.6
1477,4.7,90.81,4,81.54,7.56,23.05,3.63
1478,4.6,94.99,4,86.47,7.45,21.37,2.09
1479,4.7,92.34,4,81.87,3.49,19.9,3.79
1480,4.2,86.31,3,85.52,9.39,19.67,2.96
1481,4.7,93.2,4,81.53,3.95,21.22,1.62
1482,3.7,74.78,1,76.59,7.96,22.03,3.49
1483,4.3,89.33,3,82.05,7.91,22.83,2.2
1484,3.5,73.04,0,83.97,9.71,27.88,5.95
1485,4.0,83.66,2,83.91,5.59,23.19,5.55
1486,4.0,75.6,2,85.2,10.44,21.28,2.92
1487,4.1,83.92,2,79.42,10.47,23.35,2.14
1488,4.5,86.4,4,88.34,8.09,21.08,2.26
1489,4.1,81.16,2,78.08,8.45,22.8,4.43
1490,4.2,84.49,3,80.63,10.66,22.07,3.07
1491,3.9,77.03,2,83.16,6.52,24.44,4.4
1492,4.1,82.2,2,81.75,9.63,23.03,4.78
1493,3.8,80.97,1,86.34,6.87,26.72,4.03
1494,3.6,68.35,1,75.8,8.99,26.56,6.8
1495,4.4,89.75,3,89.49,7.81,19.99,2.39
1496,4.5,88.96,4,86.24,8.42,22.35,4.91
1497,4.4,84.33,3,85.09,4.32,19.69,2.01
1498,4.2,80.59,3,79.1,6.46,23.89,2.04
1499,4.1,86.49,2,80.73,8.43,20.49,4.8
1500,4.8,99.8,5,90.75,6.3,19.64,3.21
1501,4.3,90.07,3,82.54,8.43,23.54,4.64
1502,4.2,88.92,3,85.12,6.72,20.88,2.97
1503,3.5,67.08,0,84.99,10.24,27.02,6.72
1504,4.0,78.55,2,80.13,6.64,23.86,2.48
1505,4.1,83.69,2,83.76,6.32,21.99,1.92
1506,4.1,81.84,2,84.96,8.66,22.14,3.0
1507,4.4,87.18,3,81.15,8.41,23.96,4.39
1508,4.3,84.58,3,80.49,5.32,20.11,4.09
1509,4.4,88.94,3,84.06,5.04,22.56,2.94
1510,4.6,92.76,4,84.36,7.09,21.84,1.83
1511,4.7,90.61,4,88.14,5.02,22.73,0.84
1512,4.6,91.72,4,81.2,6.05,21.88,2.15
1513,4.9,98.53,5,91.72,5.2,19.91,2.04
1514,3.5,70.7,0,75.14,8.07,27.42,5.75
1515,3.8,73.1,1,82.51,6.11,25.77,4.98
1516,3.5,72.42,0,80.63,12.12,26.3,6.79
1517,4.5,85.25,3,81.35,8.29,18.2,1.4
1518,4.8,94.55,5,83.01,7.24,19.04,1.75
1519,3.9,80.8,2,84.93,9.08,24.19,4.13
1520,4.9,98.64,5,90.88,7.01,19.53,2.88
1521,3.6,69.61,1,78.33,12.31,23.52,4.78
1522,4.9,99.95,5,86.38,6.79,17.27,3.85
1523,4.0,80.67,2,81.05,7.09,23.32,4.43
1524,3.7,76.96,1,76.73,9.82,22.92,2.76
1525,4.2,86.35,3,85.23,7.55,20.6,2.05
1526,3.9,79.1,1,85.25,9.14,22.79,5.21
1527,3.9,77.88,2,80.05,8.91,25.11,5.06
1528,4.0,76.33,2,87.4,10.65,22.93,2.61
1529,4.7,91.61,3,81.76,7.31,18.5,0.84
1530,4.3,85.19,3,85.62,5.73,19.5,3.71
1531,4.0,80.99,1,81.98,5.88,22.99,4.54
1532,4.4,88.14,3,83.97,6.85,23.17,1.74
1533,4.6,89.88,4,85.08,3.79,21.52,2.69
1534,3.9,73.06,2,79.59,7.71,21.79,3.42
1535,4.1,81.96,3,85.16,7.41,22.22,5.53
1536,3.7,71.86,1,83.22,8.65,26.33,3.48
1537,3.8,78.35,1,79.32,11.98,21.87,5.33
1538,4.5,85.24,4,88.35,5.82,21.19,3.07
1539,3.8,76.85,1,79.67,7.69,22.94,2.45
1540,4.3,90.41,2,86.25,5.38,19.55,3.47
1541,4.6,88.74,4,81.71,6.77,17.9,1.2
1542,3.7,73.72,0,77.69,7.32,24.54,5.24
1543,4.4,83.91,3,82.66,8.0,18.52,3.46
1544,3.9,79.26,2,82.94,6.73,21.02,2.24
1545,4.9,98.51,5,88.46,6.26,18.49,1.02
1546,4.2,83.07,3,82.46,9.86,19.46,4.7
1547,4.7,94.21,4,81.78,3.66,19.6,1.7
1548,4.3,89.97,3,82.74,7.12,19.58,3.4
1549,3.6,68.96,0,82.39,9.47,23.7,4.05
1550,4.4,83.23,3,86.21,9.05,23.15,4.89
1551,4.9,101.62,5,83.6,5.61,20.16,2.35
1552,4.4,88.77,3,79.58,7.71,21.07,3.98
1553,4.7,97.91,4,88.53,8.15,17.75,0.93
1554,4.8,96.97,5,82.56,6.46,20.51,0.56
1555,3.8,79.1,2,77.32,8.25,21.78,3.44
1556,3.8,75.3,2,76.53,6.62,21.26,3.64
1557,4.4,90.5,3,83.83,8.68,22.38,3.95
1558,4.1,86.13,3,83.03,10.43,25.07,4.08
1559,4.8,96.72,4,87.88,8.92,19.56,1.9
1560,4.9,94.81,5,84.96,8.36,16.65,2.82
1561,4.0,77.69,2,84.6,10.28,25.28,2.65
1562,3.9,74.99,2,78.69,9.66,20.8,2.45
1563,4.7,91.47,4,89.32,8.09,22.41,4.02
1564,3.9,76.06,2,82.72,8.39,22.75,4.46
1565,4.7,94.55,4,86.84,6.97,19.39,3.2
1566,4.1,82.88,3,80.1,7.29,22.86,3.03
1567,4.5,89.26,4,80.74,5.96,23.74,2.49
1568,3.6,73.15,1,80.15,11.24,26.99,3.13
1569,4.4,83.82,3,85.66,7.02,21.22,4.63
1570,4.2,79.88,3,79.45,6.17,23.37,3.97
1571,4.4,84.72,2,89.01,5.51,21.88,1.53
1572,3.8,76.18,1,86.3,11.26,24.96,5.62
1573,4.6,89.14,4,85.95,7.77,22.58,2.58
1574,4.8,93.83,5,91.0,6.38,17.01,3.46
1575,3.8,75.0,2,78.29,8.51,22.75,2.45
1576,3.6,75.12,1,75.75,9.28,27.36,2.91
1577,3.5,65.14,0,75.39,7.34,27.7,3.68
1578,4.5,91.49,3,85.88,6.73,18.07,1.84
1579,4.4,89.69,3,80.12,9.07,19.61,4.26
1580,4.3,88.99,3,88.59,6.93,24.76,4.23
1581,3.8,80.33,2,77.92,8.4,23.76,4.86
1582,4.1,77.2,2,81.05,5.29,23.04,5.34
1583,4.4,84.54,3,87.73,7.05,19.4,2.19
1584,4.2,87.86,3,80.69,5.05,24.57,5.22
1585,5.0,99.59,5,84.93,5.92,17.39,3.64
1586,3.7,74.65,1,82.42,9.44,22.34,4.34
1587,4.5,91.63,3,82.76,9.04,19.37,1.38
1588,4.1,83.79,3,80.17,8.69,25.12,4.71
1589,4.1,86.32,3,80.54,7.14,23.82,3.15
1590,4.6,96.97,3,85.41,6.8,22.21,3.98
1591,4.5,92.2,4,89.66,8.2,20.26,1.65
1592,5.0,97.87,5,90.82,3.06,21.46,2.16
1593,3.7,77.8,1,78.85,10.13,25.94,4.63
1594,3.7,69.49,1,79.63,11.9,25.7,3.0
1595,4.6,89.31,4,85.15,5.49,23.43,2.25
1596,4.4,91.97,3,89.29,8.06,20.6,1.54
1597,3.9,75.56,2,78.72,10.73,24.07,4.06
1598,3.6,69.21,1,79.07,9.77,27.06,6.17
1599,3.6,68.38,1,82.79,11.01,26.35,3.88
1600,4.8,99.59,5,91.14,4.97,20.18,3.46
1601,3.8,76.0,1,78.06,7.94,21.26,3.13
1602,4.0,81.75,2,79.77,9.51,23.92,4.69
1603,3.8,73.39,2,78.76,10.33,23.96,6.06
1604,4.0,82.58,2,77.71,11.12,21.11,3.3
1605,3.6,74.6,1,81.54,8.05,26.89,6.4
1606,4.3,84.13,3,85.71,7.41,20.86,3.42
1607,3.6,71.11,1,81.53,8.2,23.92,4.07
1608,4.7,91.1,4,81.71,3.88,21.23,4.19
1609,3.9,82.77,2,77.69,8.22,23.33,2.33
1610,4.3,87.46,3,81.1,6.84,19.34,1.51
1611,4.8,100.35,5,84.4,4.72,19.12,2.8
1612,4.5,88.03,4,87.87,5.78,18.57,4.19
1613,4.3,88.82,3,80.59,6.76,19.94,4.41
1614,4.0,82.66,2,77.94,11.43,20.04,2.32
1615,4.0,81.92,2,81.44,10.2,21.09,5.8
1616,4.5,94.66,4,84.16,4.43,19.98,3.81
1617,5.0,98.94,5,87.01,7.73,19.23,3.8
1618,4.5,86.31,4,88.27,7.8,23.52,2.32
1619,4.3,87.72,3,79.98,9.94,22.04,4.18
1620,4.6,94.29,4,87.54,5.75,21.83,4.24
1621,4.2,84.75,3,81.88,7.69,21.35,3.12
1622,3.6,69.07,1,78.6,12.08,26.11,6.66
1623,4.3,86.04,3,88.33,6.24,22.52,2.46
1624,4.9,96.12,4,84.48,8.29,19.16,1.46
1625,3.8,75.27,1,82.93,11.07,21.96,6.08
1626,4.5,91.45,4,82.75,9.88,19.82,4.88
1627,3.8,78.45,2,81.57,8.05,24.53,3.54
1628,4.3,83.32,3,86.86,6.01,21.36,1.95
1629,3.6,71.05,1,84.32,8.69,26.94,5.84
1630,4.2,81.69,2,86.89,10.63,20.61,5.32
1631,4.6,88.99,4,86.32,5.7,18.04,3.2
1632,4.0,82.83,2,79.99,8.89,23.54,4.54
1633,4.5,94.09,4,86.61,6.42,23.32,4.05
1634,4.7,92.7,4,88.1,5.78,19.39,1.21
1635,4.9,100.51,5,82.11,3.96,20.29,4.09
1636,3.9,81.97,2,81.39,9.02,21.79,3.66
1637,4.1,85.46,2,86.43,10.3,22.95,4.31
1638,3.7,70.83,1,80.9,6.7,25.92,4.47
1639,5.0,104.56,4,85.61,7.84,21.2,1.87
1640,4.9,96.77,5,90.72,6.79,17.03,3.01
1641,4.3,84.39,2,80.56,8.3,20.94,5.38
1642,4.8,91.62,3,83.56,6.86,20.64,3.04
1643,4.3,85.86,3,85.87,6.38,19.01,4.58
1644,4.4,84.09,3,83.02,6.79,22.54,1.31
1645,3.6,69.49,1,82.63,11.5,24.77,6.04
1646,4.6,90.17,4,82.08,5.54,19.33,2.0
1647,3.7,77.09,1,78.52,9.22,26.09,3.11
1648,4.7,97.75,4,82.57,3.52,18.94,1.05
1649,4.7,92.02,4,90.53,7.8,23.15,3.32
1650,4.6,95.59,4,84.55,6.21,22.5,4.79
1651,3.6,75.57,0,78.87,9.85,25.85,5.46
1652,4.0,82.65,2,77.64,6.19,20.37,3.05
1653,3.9,74.47,2,78.53,11.75,25.83,3.01
1654,4.0,81.9,2,81.71,7.31,24.74,4.1
1655,3.6,76.45,1,76.19,10.51,22.97,3.06
1656,4.9,99.83,5,87.11,6.29,18.75,1.8
1657,4.3,84.32,3,83.55,9.31,20.41,4.06
1658,4.0,80.01,2,85.17,7.26,25.91,5.87
1659,4.1,83.46,2,84.6,9.74,24.73,3.5
1660,4.2,84.11,3,82.96,7.2,24.78,2.4
1661,4.4,84.2,3,81.75,6.77,23.13,4.47
1662,4.3,84.12,3,86.27,8.64,21.54,4.38
1663,4.9,101.02,5,89.08,7.51,17.63,3.64
1664,4.2,87.61,3,80.03,8.9,20.45,2.46
1665,5.0,96.37,5,91.65,7.9,16.91,1.62
1666,4.8,100.52,5,82.14,4.81,20.08,4.33
1667,3.8,74.29,2,77.05,11.5,26.32,3.03
1668,4.9,99.62,5,83.87,3.59,22.35,2.89
1669,3.7,76.52,1,85.09,10.36,22.92,3.55
1670,4.7,97.12,4,86.2,6.69,21.38,2.6
1671,4.1,86.46,2,85.88,8.17,23.18,5.0
1672,4.8,94.13,5,83.78,4.97,19.73,2.35
1673,4.8,99.59,5,86.4,6.12,20.79,3.62
1674,4.7,90.32,4,84.58,4.37,19.43,2.31
1675,4.7,96.05,4,89.28,5.62,22.87,4.6
1676,4.0,82.42,2,77.73,6.09,24.23,3.74
1677,3.6,73.78,1,77.94,10.13,26.13,3.4
1678,4.1,79.52,3,79.53,5.77,21.05,3.41
1679,3.8,79.73,1,85.09,7.06,21.81,5.37
1680,4.5,86.69,4,84.68,4.51,20.37,4.39
1681,4.0,75.54,2,81.54,7.79,24.6,3.84
1682,5.0,102.17,5,86.99,7.55,21.63,2.38
1683,4.5,89.75,3,89.72,9.44,20.56,4.38
1684,4.7,97.49,4,89.5,3.83,21.84,3.85
1685,3.7,72.83,1,83.06,10.21,24.02,5.23
1686,4.8,92.68,5,84.4,7.21,18.57,3.66
1687,4.9,101.36,5,83.65,6.0,20.84,2.5
1688,4.2,84.49,3,87.71,8.9,23.99,1.62
1689,4.4,84.89,3,83.73,5.7,19.62,1.37
1690,4.6,94.2,4,83.29,6.64,19.43,4.72
1691,3.8,76.11,1,81.21,8.45,23.77,2.98
1692,4.3,87.04,3,88.18,5.14,19.92,3.02
1693,4.1,81.61,2,81.87,8.95,25.17,5.54
1694,3.7,77.29,1,81.63,9.37,24.75,3.38
1695,4.1,85.3,2,86.03,6.85,20.33,5.18
1696,3.6,74.09,1,79.77,9.54,22.7,6.07
1697,3.5,66.05,0,77.34,11.65,27.73,6.95
1698,3.7,77.39,0,85.95,11.21,25.63,3.73
1699,4.9,99.71,5,91.57,6.7,20.81,1.46
1700,4.3,87.97,3,87.43,7.41,19.23,5.01
1701,4.9,96.63,5,88.88,6.25,21.77,1.14
1702,4.1,85.79,3,80.95,7.51,22.26,3.99
1703,4.0,82.25,2,86.63,6.26,23.96,4.83
1704,4.3,82.13,2,81.76,6.91,24.56,2.49
1705,4.2,83.08,3,86.51,8.08,19.8,5.35
1706,3.7,77.86,0,85.18,9.99,24.09,5.26
1707,4.5,85.47,3,86.03,9.61,18.3,1.19
1708,3.8,80.61,1,84.53,10.76,23.8,2.94
1709,4.4,89.79,3,87.42,5.21,19.91,1.96
1710,4.5,91.31,4,81.93,5.05,23.47,1.98
1711,3.7,71.71,0,82.68,7.0,23.59,5.52
1712,3.6,69.49,1,76.43,11.13,25.4,3.16
1713,4.7,98.42,4,86.08,7.64,22.36,2.0
1714,4.2,81.98,3,80.12,10.82,25.1,5.25
1715,3.6,74.76,1,79.66,9.83,24.62,5.03
1716,5.0,98.93,5,90.83,7.46,18.73,1.06
1717,3.6,68.39,1,85.37,10.16,22.05,6.63
1718,4.5,85.11,4,83.18,9.24,18.08,1.98
1719,5.0,100.44,5,87.82,6.83,19.65,3.62
1720,3.9,82.76,2,82.11,9.66,20.79,5.1
1721,3.7,72.69,1,85.54,9.79,23.48,5.56
1722,3.7,72.57,1,80.79,10.74,21.22,5.66
1723,4.0,78.44,2,84.49,8.02,23.69,4.03
1724,3.7,74.21,1,85.22,6.98,23.75,5.86
1725,4.5,89.41,4,83.73,4.24,18.76,4.34
1726,3.6,75.8,1,84.52,9.57,23.38,4.24
1727,4.3,86.06,3,88.17,8.2,22.22,3.0
1728,5.0,100.08,5,91.81,2.97,19.94,3.56
1729,4.7,90.38,4,83.7,5.12,19.97,2.7
1730,4.4,92.83,3,83.5,6.23,23.22,4.67
1731,4.0,77.5,2,86.2,8.88,20.67,4.51
1732,4.4,83.73,3,83.09,5.97,18.91,3.57
1733,4.3,87.63,3,85.0,5.17,19.07,1.52
1734,4.1,82.95,3,79.18,6.19,22.81,2.91
1735,3.7,73.15,1,76.56,7.44,25.44,4.61
1736,4.8,95.22,5,85.62,8.16,17.58,2.75
1737,4.2,86.85,3,84.29,6.61,23.03,4.12
1738,3.8,72.96,1,80.43,10.39,23.66,5.26
1739,4.1,85.2,2,83.78,8.61,25.52,4.42
1740,4.1,83.49,3,83.15,11.06,23.9,5.19
1741,4.7,93.19,4,87.86,5.04,21.14,1.78
1742,4.6,91.58,4,87.0,4.65,21.02,3.37
1743,4.7,91.57,4,85.24,3.71,23.18,0.8
1744,3.5,72.52,0,79.25,8.45,27.88,4.92
1745,4.1,82.13,3,79.41,9.3,22.83,2.87
1746,4.2,82.21,3,83.63,5.41,21.93,3.12
1747,3.5,70.96,0,80.87,8.47,24.77,4.42
1748,3.9,82.96,2,81.76,10.93,22.97,2.44
1749,4.6,91.35,4,83.76,7.2,20.79,2.67
1750,3.7,78.21,1,83.22,6.82,22.84,6.58
1751,4.3,84.45,3,79.75,4.89,24.36,2.6
1752,3.8,71.55,2,85.64,6.47,23.74,5.34
1753,3.5,67.04,0,75.21,12.65,27.05,5.19
1754,3.9,77.19,1,86.62,10.9,23.25,3.5
1755,5.0,97.2,5,87.12,7.57,20.31,0.36
1756,4.7,89.0,4,85.13,8.95,19.22,1.46
1757,4.9,102.15,5,84.56,5.83,20.15,3.33
1758,4.2,87.44,3,78.6,6.38,22.19,2.72
1759,3.7,76.42,1,78.75,8.81,23.4,3.18
1760,4.3,82.68,3,80.09,8.91,24.09,2.73
1761,4.2,80.2,3,85.1,10.16,19.88,3.94
1762,4.8,91.68,4,84.69,5.71,19.72,3.21
1763,3.6,74.24,1,83.17,9.91,22.77,4.35
1764,4.2,88.29,3,80.57,10.49,24.37,3.59
1765,3.7,73.31,1,85.0,7.04,22.72,4.42
1766,4.0,76.19,2,82.73,10.67,23.8,2.04
1767,4.6,92.12,4,81.65,4.66,18.59,2.38
1768,4.2,82.49,3,82.51,7.8,21.63,3.95
1769,4.1,80.75,2,80.07,6.51,25.0,4.08
1770,4.1,83.21,2,80.0,8.82,20.6,4.8
1771,4.2,86.19,3,83.56,8.25,23.18,4.28
1772,4.7,90.11,4,87.72,5.68,18.43,1.71
1773,4.8,91.36,4,90.62,8.28,19.29,1.42
1774,4.9,102.94,5,87.02,6.76,19.64,2.06
1775,4.7,91.33,4,90.66,7.73,20.66,3.53
1776,4.0,75.54,2,86.92,6.4,23.62,2.38
1777,4.5,86.9,4,88.65,9.3,21.84,4.79
1778,4.2,79.39,3,83.5,5.9,20.83,3.77
1779,3.9,76.92,2,78.41,7.14,22.81,3.43
1780,4.8,99.02,4,83.68,3.87,17.02,3.17
1781,3.6,70.41,0,81.98,9.34,26.21,2.98
1782,4.9,97.44,5,86.22,8.13,21.42,2.14
1783,4.2,85.76,3,79.97,6.41,20.4,3.54
1784,4.5,90.09,3,84.79,6.24,19.21,1.65
1785,4.5,93.61,4,80.17,9.08,18.25,4.35
1786,4.8,99.66,4,88.84,6.81,22.62,3.59
1787,4.5,85.1,3,80.74,8.51,22.84,1.61
1788,4.4,90.78,3,85.79,5.58,20.56,2.66
1789,3.6,71.61,1,83.43,11.0,24.49,3.2
1790,4.3,90.89,3,80.33,5.97,20.55,4.79
1791,3.7,73.83,1,81.19,12.32,24.78,3.89
1792,4.6,96.87,4,88.29,7.06,21.9,2.56
1793,4.3,88.55,3,81.61,8.77,21.48,2.7
1794,4.5,87.49,4,81.63,4.71,23.24,2.24
1795,3.6,72.38,0,78.87,8.2,24.7,5.79
1796,3.6,76.92,1,81.05,7.54,22.47,5.79
1797,4.6,95.58,4,86.25,6.04,21.33,2.87
1798,3.6,67.97,1,76.81,8.4,24.37,5.43
1799,3.6,74.06,1,80.08,11.1,27.21,4.85
1800,3.5,68.46,0,77.68,7.65,24.35,3.11
1801,4.9,93.07,5,90.42,7.31,18.82,0.46
1802,4.6,91.03,4,83.64,3.97,21.5,2.33
1803,4.0,77.35,2,85.89,6.71,23.16,5.0
1804,3.9,81.19,2,81.29,10.55,22.65,5.85
1805,4.0,78.37,2,84.77,9.96,25.94,2.12
1806,4.7,97.28,4,86.1,6.26,19.01,2.07
1807,4.5,85.01,4,86.22,4.3,19.67,1.9
1808,3.8,74.08,1,80.45,9.76,25.99,5.66
1809,3.8,73.41,1,84.18,8.54,20.82,5.78
1810,3.6,69.34,1,79.75,8.6,22.81,3.63
1811,4.5,85.68,4,84.57,7.84,21.54,3.84
1812,4.6,88.87,4,85.68,6.32,18.57,3.73
1813,3.9,78.56,2,85.32,6.35,26.31,2.91
1814,3.5,67.91,0,81.59,12.5,24.79,4.73
1815,3.6,71.17,1,78.99,11.37,25.18,5.28
1816,5.0,98.77,5,89.2,2.84,16.96,0.1
1817,3.9,81.76,2,83.42,8.95,22.14,3.82
1818,4.7,98.05,4,90.31,3.9,20.89,1.22
1819,4.4,87.93,3,87.91,9.32,21.7,3.37
1820,4.1,80.3,2,84.47,8.88,24.31,5.17
1821,3.8,72.07,2,79.92,7.13,22.42,4.5
1822,3.7,78.53,1,83.8,6.52,25.12,2.74
1823,4.4,83.6,3,85.25,4.49,20.15,1.32
1824,4.7,91.98,4,90.85,6.44,20.72,3.02
1825,4.5,87.98,3,82.48,8.41,21.63,2.31
1826,4.3,84.2,3,79.8,5.33,19.53,3.69
1827,3.6,68.64,0,76.2,8.03,24.89,3.45
1828,5.0,102.83,5,88.9,4.46,16.07,3.11
1829,4.7,90.22,4,90.39,4.71,20.21,4.04
1830,3.9,79.35,2,77.02,8.15,24.59,5.76
1831,5.0,96.24,5,89.76,5.86,16.44,1.22
1832,4.4,83.71,2,86.07,8.41,24.03,3.84
1833,4.4,92.09,3,86.82,10.08,21.15,2.32
1834,4.6,88.9,4,84.05,9.29,23.23,3.85
1835,4.7,97.21,4,89.2,6.82,17.84,1.08
1836,4.5,90.45,4,80.45,8.4,23.7,4.05
1837,3.7,69.78,1,83.55,12.11,21.86,4.36
1838,4.0,84.55,1,80.17,6.0,22.77,5.42
1839,4.9,95.47,4,86.77,2.83,22.03,3.16
1840,3.8,79.6,2,84.73,6.28,22.2,3.91
1841,4.1,78.69,2,80.71,8.58,19.81,5.41
1842,4.1,85.54,3,79.85,9.78,24.36,2.93
1843,4.2,79.13,3,85.31,7.1,22.78,5.47
1844,4.4,88.12,3,84.83,7.57,21.48,4.27
1845,4.9,100.69,5,87.14,5.9,16.61,4.16
1846,3.9,82.35,2,79.57,6.37,24.32,2.42
1847,3.7,78.09,1,76.35,8.33,22.23,3.7
1848,3.8,79.2,1,80.6,6.22,26.39,5.37
1849,4.8,99.88,5,82.57,3.76,20.91,4.09
1850,4.5,86.99,2,89.06,8.87,22.24,1.12
1851,3.9,75.84,2,77.41,10.78,21.8,2.2
1852,4.7,91.89,4,85.32,8.21,22.48,1.62
1853,4.8,94.77,5,82.02,7.46,20.03,3.81
1854,4.8,94.93,4,82.46,7.86,21.94,3.47
1855,4.9,98.45,5,88.59,6.83,18.03,1.56
1856,3.9,74.6,2,83.47,9.82,24.93,2.21
1857,4.6,93.91,4,80.83,7.7,21.05,3.02
1858,4.2,80.68,3,78.51,7.98,19.49,2.55
1859,4.8,94.1,4,82.29,5.28,19.23,3.38
1860,4.6,92.03,4,88.13,8.08,18.7,2.59
1861,4.7,96.96,4,86.85,5.19,19.36,3.31
1862,4.5,92.39,4,80.38,7.26,20.3,4.41
1863,3.8,77.46,1,81.38,8.7,23.65,4.54
1864,4.3,82.56,3,86.12,6.26,22.4,2.74
1865,5.0,100.47,5,91.19,8.35,19.43,3.08
1866,4.9,93.87,5,91.34,4.35,16.63,1.26
1867,3.6,70.77,0,78.77,8.56,26.1,6.37
1868,3.7,73.14,1,77.36,7.37,26.9,2.89
1869,3.7,69.4,1,78.37,11.34,23.29,5.94
1870,4.6,89.74,4,88.26,7.22,18.68,1.17
1871,4.7,98.56,3,90.71,7.08,20.44,0.82
1872,3.8,80.54,2,81.16,11.02,25.03,3.85
1873,4.3,84.52,3,82.05,6.66,22.87,5.23
1874,4.8,91.43,4,85.79,4.26,20.47,4.33
1875,4.6,88.79,4,83.55,4.89,18.48,1.61
1876,4.3,84.92,3,81.56,9.0,23.82,1.99
1877,4.4,92.48,3,85.44,7.98,20.95,2.61
1878,4.3,82.41,3,79.16,5.84,20.13,2.75
1879,3.9,80.64,2,79.6,6.67,20.92,5.24
1880,4.3,82.09,3,85.61,5.32,21.3,3.18
1881,4.5,94.81,4,80.32,7.77,21.71,4.12
1882,4.8,94.82,5,82.33,3.1,20.79,3.39
1883,4.5,92.75,3,82.93,4.11,23.78,3.31
1884,4.6,90.43,4,89.28,6.04,18.52,4.13
1885,3.7,75.28,1,83.65,10.55,27.11,3.38
1886,4.2,80.92,2,78.72,9.07,23.13,2.25
1887,3.5,66.46,0,80.02,9.58,24.73,6.0
1888,3.9,82.38,2,79.75,9.95,25.73,3.18
1889,4.6,96.18,4,86.99,6.83,21.77,0.81
1890,5.0,103.87,5,89.72,8.36,18.09,3.65
1891,3.6,73.25,1,84.13,7.67,26.9,5.29
1892,4.1,85.08,3,82.75,8.8,23.6,3.58
1893,4.7,89.69,4,90.94,6.35,21.39,3.5
1894,3.8,74.35,2,86.3,7.27,26.18,3.73
1895,4.3,84.14,3,87.82,9.1,21.49,5.21
1896,4.6,93.36,4,86.25,5.35,21.54,1.07
1897,4.4,86.56,2,83.48,6.59,22.87,3.76
1898,3.8,72.49,1,80.14,8.35,23.52,5.51
1899,4.0,80.96,2,77.62,6.97,20.5,3.88
1900,4.7,97.14,4,83.49,5.98,21.83,3.62
1901,4.3,84.82,3,86.19,7.44,19.09,5.11
1902,3.5,66.32,0,81.04,11.47,26.31,5.98
1903,4.6,88.97,4,89.66,8.29,23.07,2.04
1904,3.6,69.37,0,76.0,7.65,23.68,5.05
1905,4.6,90.0,3,82.05,7.26,18.21,4.45
1906,3.8,77.43,2,84.39,11.48,22.2,4.2
1907,4.9,99.01,5,85.59,3.45,19.77,2.93
1908,4.1,83.96,2,79.18,8.04,25.26,3.66
1909,4.0,78.63,2,87.46,10.0,23.07,2.49
1910,3.7,77.24,1,83.87,10.07,21.88,2.83
1911,4.0,77.04,2,81.59,6.1,23.77,5.81
1912,4.8,95.69,5,89.73,5.48,21.2,2.85
1913,5.0,103.01,5,89.31,5.54,18.36,0.42
1914,4.1,78.8,2,85.9,11.18,23.93,5.23
1915,4.2,80.1,3,86.65,5.97,21.15,3.69
1916,4.6,95.84,4,81.35,9.59,22.33,3.89
1917,4.8,94.43,5,87.73,5.36,18.85,0.91
1918,4.4,89.84,3,79.57,5.5,19.94,4.83
1919,4.1,77.25,2,78.43,7.68,24.88,4.16
1920,4.1,83.9,3,87.04,8.88,22.89,4.75
1921,4.5,88.16,4,85.28,5.28,19.71,1.13
1922,3.5,65.56,0,82.36,8.75,27.61,4.26
1923,4.4,89.1,3,87.89,9.43,22.55,2.27
1924,4.0,77.41,2,87.0,11.49,21.32,5.8
1925,4.7,92.87,4,89.69,5.31,20.89,1.34
1926,3.6,67.81,1,80.33,7.59,26.82,5.63
1927,4.4,84.47,3,82.86,9.06,22.58,1.37
1928,4.2,81.98,3,80.04,8.5,20.67,2.39
1929,4.5,85.9,3,84.0,4.6,21.89,2.35
1930,3.6,76.11,1,79.16,12.38,25.31,5.98
1931,4.4,83.06,3,85.1,4.77,23.33,4.36
1932,4.3,85.84,3,85.66,8.35,19.87,5.21
1933,4.3,82.23,3,88.78,7.14,23.0,5.07
1934,4.4,86.08,3,86.78,7.64,18.56,1.53
1935,4.5,94.26,4,86.44,5.28,22.18,4.32
1936,4.7,90.62,4,84.35,7.53,22.96,2.4
1937,3.9,82.66,2,77.35,11.56,21.45,5.66
1938,4.7,91.06,4,83.88,6.15,19.07,0.96
1939,4.2,86.42,3,86.18,8.04,22.7,4.89
1940,3.6,72.47,1,77.55,8.14,25.99,3.44
1941,3.6,75.84,1,82.62,12.05,23.67,4.14
1942,4.0,80.54,2,83.3,11.33,23.99,2.12
1943,4.7,94.35,4,82.72,8.12,22.6,1.09
1944,4.6,88.95,4,83.12,6.96,21.96,2.58
1945,4.7,90.66,4,85.96,9.14,21.47,3.87
1946,4.3,90.16,2,83.18,5.52,21.09,4.49
1947,4.2,82.28,3,86.29,7.77,24.67,2.54
1948,3.7,72.72,1,83.34,9.63,22.86,3.21
1949,4.0,82.6,2,83.25,8.45,21.23,3.56
1950,4.2,82.39,3,86.72,9.71,21.39,5.13
1951,3.6,76.52,1,81.13,10.72,25.5,3.17
1952,3.8,78.38,2,86.14,6.86,25.97,4.57
1953,4.4,88.97,3,81.67,6.38,19.19,1.56
1954,4.6,95.81,3,87.64,5.73,22.48,2.68
1955,5.0,95.5,5,86.2,5.89,20.88,0.51
