Unnamed: 0,Booking_ID,User_ID,Provider_ID,Service_ID,Booking_Date,Service_Date,Service_Location,Booking_Status,Payment_Status,Total_Amount,Discount_Applied,Tax_Amount,Final_Payment
25438,25439,1029,950,4,43:46.5,43:46.5,34,Confirmed,Paid,2402.44,226.67,432.44,2608.21
25439,25440,1029,356,2,43:46.5,43:46.5,34,Completed,Failed,2588.86,364.21,465.99,2690.64
25440,25441,1029,1814,7,43:46.5,43:46.5,34,Completed,Refunded,2094.25,135.93,376.96,2335.28
25441,25442,1029,2462,10,43:46.5,43:46.5,34,Completed,Pending,2796.31,60.23,503.34,3239.42
25442,25443,1029,1274,5,43:46.5,43:46.5,34,Completed,Failed,1878.92,302.63,338.21,1914.5
25443,25444,1029,2030,8,43:46.5,43:46.5,34,Cancelled,Pending,1388.01,83.24,249.84,1554.61
25444,25445,1029,1004,4,43:46.5,43:46.5,34,Completed,Failed,1309.34,81.87,235.68,1463.15
25445,25446,1029,2300,9,43:46.5,43:46.5,34,Confirmed,Pending,2894.2,501.41,520.96,2913.75
25446,25447,1029,1490,6,43:46.5,43:46.5,34,Confirmed,Failed,955.32,46.47,171.96,1080.81
25447,25448,1029,1922,8,43:46.5,43:46.5,34,Completed,Failed,3591.57,596.85,646.48,3641.2
25448,25449,1029,2354,9,43:46.5,43:46.5,34,Confirmed,Paid,3629.04,630.01,653.23,3652.26
25449,25450,1029,2570,10,43:46.5,43:46.5,34,Completed,Paid,3154.64,562.55,567.84,3159.93
25450,25451,1029,1652,7,43:46.5,43:46.5,34,Confirmed,Pending,3031.05,464.94,545.59,3111.7
25451,25452,1029,1058,4,43:46.5,43:46.5,34,Cancelled,Paid,4950.32,771.93,891.06,5069.45
25452,25453,1029,1328,5,43:46.5,43:46.5,34,Confirmed,Paid,2801.63,243.7,504.29,3062.22
25453,25454,1029,2300,9,43:46.5,43:46.5,34,Completed,Paid,4932.14,33.78,887.79,5786.15
25454,25455,1029,248,1,43:46.5,43:46.5,34,Completed,Paid,1356.34,95.07,244.14,1505.41
25455,25456,1029,2246,9,43:46.5,43:46.5,34,Confirmed,Refunded,4598.15,581.24,827.67,4844.58
25456,25457,1029,2138,8,43:46.5,43:46.5,34,Completed,Refunded,4091.39,573.71,736.45,4254.13
25457,25458,1029,248,1,43:46.5,43:46.5,34,Completed,Paid,782.44,86.05,140.84,837.23
25458,25459,1029,1652,7,43:46.5,43:46.5,34,Confirmed,Refunded,1566.49,136.82,281.97,1711.64
25459,25460,1029,1490,6,43:46.5,43:46.5,34,Cancelled,Paid,3952.7,354.7,711.49,4309.49
25460,25461,1029,1868,7,43:46.5,43:46.5,34,Confirmed,Paid,1535.7,302.56,276.43,1509.57
25461,25462,1029,1814,7,43:46.5,43:46.5,34,Completed,Paid,590.04,74.75,106.21,621.5
25462,25463,1029,1382,6,43:46.5,43:46.5,34,Completed,Refunded,4561.61,3.25,821.09,5379.45
25463,25464,1029,572,3,43:46.5,43:46.5,34,Confirmed,Paid,622.12,27.36,111.98,706.74
25464,25465,1029,896,4,43:46.5,43:46.5,34,Completed,Paid,1492.4,21.85,268.63,1739.18
25465,25466,1029,1706,7,43:46.5,43:46.5,34,Completed,Pending,2262.67,431.67,407.28,2238.28
25466,25467,1029,1922,8,43:46.5,43:46.5,34,Cancelled,Failed,3068.3,237.13,552.29,3383.46
25467,25468,1030,1741,7,43:46.5,43:46.5,4,Confirmed,Failed,2516.07,242.03,452.89,2726.93
25468,25469,1030,499,2,43:46.5,43:46.5,4,Completed,Failed,2159.74,42.63,388.75,2505.86
25469,25470,1030,1957,8,43:46.5,43:46.5,4,Confirmed,Refunded,4355.43,82.85,783.98,5056.56
25470,25471,1030,661,3,43:46.5,43:46.5,4,Completed,Paid,4288.6,514.27,771.95,4546.28
25471,25472,1030,1093,5,43:46.5,43:46.5,4,Completed,Pending,3869.83,598.86,696.57,3967.54
25472,25473,1030,1579,6,43:46.5,43:46.5,4,Completed,Pending,1876.67,38.79,337.8,2175.68
25473,25474,1030,769,3,43:46.5,43:46.5,4,Completed,Pending,2226.96,323.13,400.85,2304.68
25474,25475,1031,373,2,43:46.5,43:46.5,32,Completed,Failed,3019.61,309.52,543.53,3253.62
25475,25476,1031,1885,7,43:46.5,43:46.5,32,Cancelled,Refunded,4927.65,506.66,886.98,5307.97
25476,25477,1031,2155,8,43:46.5,43:46.5,32,Completed,Failed,1183.92,39.48,213.11,1357.55
25477,25478,1031,697,3,43:46.5,43:46.5,32,Cancelled,Failed,1743.46,324.66,313.82,1732.62
25478,25479,1031,2155,8,43:46.5,43:46.5,32,Completed,Failed,2217.01,354.25,399.06,2261.82
25479,25480,1031,1939,8,43:46.5,43:46.5,32,Confirmed,Paid,1677.09,17.77,301.88,1961.2
25480,25481,1031,1669,7,43:46.5,43:46.5,32,Completed,Refunded,2876.27,256.19,517.73,3137.81
25481,25482,1031,319,2,43:46.5,43:46.5,32,Cancelled,Refunded,3385.03,76.92,609.31,3917.42
25482,25483,1031,481,2,43:46.5,43:46.5,32,Cancelled,Refunded,3403.87,94.86,612.7,3921.71
25483,25484,1031,967,4,43:46.5,43:46.5,32,Cancelled,Failed,3691.42,223.92,664.46,4131.96
25484,25485,1031,1507,6,43:46.5,43:46.5,32,Confirmed,Failed,1964.48,104.81,353.61,2213.28
25485,25486,1031,2695,10,43:46.5,43:46.5,32,Cancelled,Failed,1045.73,129.73,188.23,1104.23
25486,25487,1031,103,1,43:46.5,43:46.5,32,Cancelled,Refunded,4306.67,4.98,775.2,5076.89
25487,25488,1031,1075,4,43:46.5,43:46.5,32,Cancelled,Failed,4136.17,764.24,744.51,4116.44
25488,25489,1031,211,1,43:46.5,43:46.5,32,Completed,Refunded,4407.26,532.79,793.31,4667.78
25489,25490,1031,2371,9,43:46.5,43:46.5,32,Confirmed,Pending,1786.57,70.49,321.58,2037.66
25490,25491,1031,535,2,43:46.5,43:46.5,32,Confirmed,Paid,3515.39,215.21,632.77,3932.95
25491,25492,1031,2695,10,43:46.5,43:46.5,32,Confirmed,Paid,4192.05,522.98,754.57,4423.64
25492,25493,1031,1777,7,43:46.5,43:46.5,32,Completed,Paid,4771.8,11.91,858.92,5618.81
25493,25494,1031,859,4,43:46.5,43:46.5,32,Cancelled,Failed,3372.76,671.03,607.1,3308.83
25494,25495,1031,805,3,43:46.5,43:46.5,32,Cancelled,Refunded,3584.44,249.52,645.2,3980.12
25495,25496,1031,2263,9,43:46.5,43:46.5,32,Completed,Refunded,1632.24,112.89,293.8,1813.15
25496,25497,1031,2533,10,43:46.5,43:46.5,32,Completed,Paid,4639.46,550.24,835.1,4924.32
25497,25498,1031,103,1,43:46.5,43:46.5,32,Confirmed,Failed,4959.71,79.1,892.75,5773.36
25498,25499,1031,1237,5,43:46.5,43:46.5,32,Confirmed,Pending,3433.18,253.2,617.97,3797.95
25499,25500,1031,751,3,43:46.5,43:46.5,32,Cancelled,Paid,685.99,123.82,123.48,685.65
25500,25501,1031,2641,10,43:46.5,43:46.5,32,Completed,Pending,3107.07,555.78,559.27,3110.56
25501,25502,1031,751,3,43:46.5,43:46.5,32,Cancelled,Refunded,1075.77,41.81,193.64,1227.6
25502,25503,1031,1453,6,43:46.5,43:46.5,32,Completed,Paid,3549.45,643.01,638.9,3545.34
25503,25504,1031,1183,5,43:46.5,43:46.5,32,Cancelled,Paid,3727.97,511.17,671.03,3887.83
25504,25505,1031,319,2,43:46.5,43:46.5,32,Confirmed,Failed,1116.97,208.85,201.05,1109.17
25505,25506,1031,589,3,43:46.5,43:46.5,32,Confirmed,Failed,1279.08,237.12,230.23,1272.19
25506,25507,1031,535,2,43:46.5,43:46.5,32,Completed,Paid,4561.92,808.7,821.15,4574.37
25507,25508,1031,319,2,43:46.5,43:46.5,32,Cancelled,Paid,1036.5,183.9,186.57,1039.17
25508,25509,1031,589,3,43:46.5,43:46.5,32,Completed,Refunded,2753.72,202.36,495.67,3047.03
25509,25510,1031,2155,8,43:46.5,43:46.5,32,Confirmed,Failed,3738.67,671.16,672.96,3740.47
25510,25511,1031,2479,10,43:46.5,43:46.5,32,Cancelled,Paid,1574.27,143.43,283.37,1714.21
25511,25512,1031,2155,8,43:46.5,43:46.5,32,Cancelled,Pending,4835.5,63.23,870.39,5642.66
25512,25513,1031,1993,8,43:46.5,43:46.5,32,Cancelled,Paid,2372.51,66.19,427.05,2733.37
25513,25514,1031,697,3,43:46.5,43:46.5,32,Confirmed,Paid,3520.94,698.15,633.77,3456.56
25514,25515,1031,2209,9,43:46.5,43:46.5,32,Confirmed,Pending,3563.33,571.72,641.4,3633.01
25515,25516,1031,859,4,43:46.5,43:46.5,32,Cancelled,Refunded,930.96,92.26,167.57,1006.27
25516,25517,1031,2371,9,43:46.5,43:46.5,32,Cancelled,Refunded,1570.27,200.89,282.65,1652.03
25517,25518,1031,859,4,43:46.5,43:46.5,32,Confirmed,Paid,4564.95,683.02,821.69,4703.62
25518,25519,1031,319,2,43:46.5,43:46.5,32,Cancelled,Refunded,536.5,35.34,96.57,597.73
25519,25520,1031,643,3,43:46.5,43:46.5,32,Cancelled,Pending,4708.85,766.95,847.59,4789.49
25520,25521,1031,319,2,43:46.5,43:46.5,32,Confirmed,Paid,1488.83,294.88,267.99,1461.94
25521,25522,1032,911,4,43:46.5,43:46.5,19,Cancelled,Failed,4862.05,201.48,875.17,5535.74
25522,25523,1032,1397,6,43:46.5,43:46.5,19,Completed,Pending,4052.72,284.48,729.49,4497.73
25523,25524,1032,857,4,43:46.5,43:46.5,19,Cancelled,Failed,991.01,150.78,178.38,1018.61
25524,25525,1032,2099,8,43:46.5,43:46.5,19,Confirmed,Pending,2111.44,399.2,380.06,2092.3
25525,25526,1032,533,2,43:46.5,43:46.5,19,Confirmed,Paid,2074.25,365.62,373.37,2082
25526,25527,1032,2369,9,43:46.5,43:46.5,19,Cancelled,Pending,1908.18,331.15,343.47,1920.5
25527,25528,1032,1235,5,43:46.5,43:46.5,19,Completed,Paid,638.18,79.61,114.87,673.44
25528,25529,1032,1505,6,43:46.5,43:46.5,19,Completed,Pending,3319.21,14.75,597.46,3901.92
25529,25530,1032,2423,9,43:46.5,43:46.5,19,Cancelled,Pending,4403.12,274.32,792.56,4921.36
25530,25531,1032,2153,8,43:46.5,43:46.5,19,Confirmed,Paid,2344.93,187.63,422.09,2579.39
25531,25532,1032,1343,5,43:46.5,43:46.5,19,Confirmed,Failed,2499.77,270.57,449.96,2679.16
25532,25533,1032,1775,7,43:46.5,43:46.5,19,Completed,Refunded,3719.98,463.99,669.6,3925.59
25533,25534,1032,857,4,43:46.5,43:46.5,19,Cancelled,Failed,1786.77,322.83,321.62,1785.56
25534,25535,1032,1127,5,43:46.5,43:46.5,19,Confirmed,Refunded,2526.43,369.62,454.76,2611.57
25535,25536,1032,911,4,43:46.5,43:46.5,19,Completed,Refunded,1486.22,52.16,267.52,1701.58
25536,25537,1032,1613,6,43:46.5,43:46.5,19,Completed,Paid,2995.3,485.52,539.15,3048.93
25537,25538,1032,695,3,43:46.5,43:46.5,19,Cancelled,Paid,1959.28,4.79,352.67,2307.16
25538,25539,1032,1559,6,43:46.5,43:46.5,19,Cancelled,Failed,3099.34,296.54,557.88,3360.68
25539,25540,1032,1559,6,43:46.5,43:46.5,19,Completed,Refunded,1563.3,111.81,281.39,1732.88
25540,25541,1032,263,1,43:46.5,43:46.5,19,Confirmed,Paid,3393.77,647.85,610.88,3356.8
25541,25542,1032,101,1,43:46.5,43:46.5,19,Completed,Refunded,3139.33,507.29,565.08,3197.12
25542,25543,1032,2045,8,43:46.5,43:46.5,19,Cancelled,Paid,4277.79,307.69,770,4740.1
25543,25544,1032,2423,9,43:46.5,43:46.5,19,Confirmed,Paid,4551.35,440.56,819.24,4930.03
25544,25545,1032,1559,6,43:46.5,43:46.5,19,Completed,Pending,1940.31,168.14,349.26,2121.43
25545,25546,1032,911,4,43:46.5,43:46.5,19,Cancelled,Refunded,4372.39,192.62,787.03,4966.8
25546,25547,1032,101,1,43:46.5,43:46.5,19,Confirmed,Refunded,850.45,76.86,153.08,926.67
25547,25548,1032,695,3,43:46.5,43:46.5,19,Completed,Refunded,4144.77,353.77,746.06,4537.06
25548,25549,1032,1991,8,43:46.5,43:46.5,19,Cancelled,Pending,2047.37,12.85,368.53,2403.05
25549,25550,1032,1613,6,43:46.5,43:46.5,19,Confirmed,Paid,4976.77,532.49,895.82,5340.1
25550,25551,1032,1073,4,43:46.5,43:46.5,19,Cancelled,Paid,3595.24,717.75,647.14,3524.63
25551,25552,1033,2132,8,43:46.5,43:46.5,36,Confirmed,Pending,2714.3,181.37,488.57,3021.5
25552,25553,1033,512,2,43:46.5,43:46.5,36,Completed,Refunded,4183.66,616.26,753.06,4320.46
25553,25554,1033,2564,10,43:46.5,43:46.5,36,Cancelled,Failed,610.1,18.24,109.82,701.68
25554,25555,1033,944,4,43:46.5,43:46.5,36,Completed,Failed,2837.7,22.47,510.79,3326.02
25555,25556,1033,1160,5,43:46.5,43:46.5,36,Cancelled,Failed,2129.81,139.44,383.37,2373.74
25556,25557,1033,998,4,43:46.5,43:46.5,36,Completed,Failed,2753.93,390.31,495.71,2859.33
25557,25558,1033,350,2,43:46.5,43:46.5,36,Completed,Pending,4862.82,886.23,875.31,4851.9
25558,25559,1033,2078,8,43:46.5,43:46.5,36,Completed,Refunded,2723.89,496.73,490.3,2717.46
25559,25560,1033,1862,7,43:46.5,43:46.5,36,Confirmed,Refunded,1561.58,51.22,281.08,1791.44
25560,25561,1033,1700,7,43:46.5,43:46.5,36,Cancelled,Paid,3758.21,555.57,676.48,3879.12
25561,25562,1033,1700,7,43:46.5,43:46.5,36,Cancelled,Paid,1079.59,163.25,194.33,1110.67
25562,25563,1033,1484,6,43:46.5,43:46.5,36,Confirmed,Paid,4423.99,350.51,796.32,4869.8
25563,25564,1033,1268,5,43:46.6,43:46.6,36,Confirmed,Paid,817.44,80.43,147.14,884.15
25564,25565,1033,1646,7,43:46.6,43:46.6,36,Cancelled,Paid,3501.65,244.49,630.3,3887.46
25565,25566,1033,1862,7,43:46.6,43:46.6,36,Confirmed,Pending,3780.47,270.78,680.48,4190.17
25566,25567,1033,2132,8,43:46.6,43:46.6,36,Completed,Pending,4009.47,575.38,721.7,4155.79
25567,25568,1033,620,3,43:46.6,43:46.6,36,Completed,Paid,4543.4,835.07,817.81,4526.14
25568,25569,1033,674,3,43:46.6,43:46.6,36,Cancelled,Paid,1528.13,186.71,275.06,1616.48
25569,25570,1033,296,2,43:46.6,43:46.6,36,Completed,Pending,759.39,100.39,136.69,795.69
25570,25571,1033,2672,10,43:46.6,43:46.6,36,Cancelled,Pending,1555.22,215.61,279.94,1619.55
25571,25572,1033,1160,5,43:46.6,43:46.6,36,Confirmed,Pending,3231.68,581.19,581.7,3232.19
25572,25573,1033,674,3,43:46.6,43:46.6,36,Confirmed,Pending,3375.57,349.54,607.6,3633.63
25573,25574,1033,836,4,43:46.6,43:46.6,36,Cancelled,Pending,2000.71,56.83,360.13,2304.01
25574,25575,1033,1268,5,43:46.6,43:46.6,36,Confirmed,Failed,1022.82,23.65,184.11,1183.28
25575,25576,1033,2240,9,43:46.6,43:46.6,36,Completed,Paid,3075.64,81.26,553.62,3548
25576,25577,1033,188,1,43:46.6,43:46.6,36,Completed,Pending,3547.05,264.65,638.47,3920.87
25577,25578,1034,1068,4,43:46.6,43:46.6,23,Cancelled,Pending,2926.14,120.32,526.71,3332.53
25578,25579,1034,1824,7,43:46.6,43:46.6,23,Cancelled,Paid,2396.17,299.53,431.31,2527.95
25579,25580,1034,42,1,43:46.6,43:46.6,23,Completed,Pending,1914.61,100.52,344.63,2158.72
25580,25581,1034,1662,7,43:46.6,43:46.6,23,Completed,Paid,1499.71,158.6,269.95,1611.06
25581,25582,1034,1824,7,43:46.6,43:46.6,23,Confirmed,Pending,862.49,18.04,155.25,999.7
25582,25583,1034,2148,8,43:46.6,43:46.6,23,Completed,Pending,4810.18,206.1,865.83,5469.91
25583,25584,1034,42,1,43:46.6,43:46.6,23,Confirmed,Pending,4383.86,751.1,789.09,4421.85
25584,25585,1034,1878,7,43:46.6,43:46.6,23,Cancelled,Refunded,3775.52,636.38,679.59,3818.73
25585,25586,1034,1716,7,43:46.6,43:46.6,23,Cancelled,Failed,3807.79,743.47,685.4,3749.72
25586,25587,1034,1554,6,43:46.6,43:46.6,23,Cancelled,Pending,895.61,35.57,161.21,1021.25
25587,25588,1034,1608,6,43:46.6,43:46.6,23,Cancelled,Paid,1693.29,23.3,304.79,1974.78
25588,25589,1034,312,2,43:46.6,43:46.6,23,Cancelled,Paid,4440.9,856.65,799.36,4383.61
25589,25590,1034,960,4,43:46.6,43:46.6,23,Cancelled,Failed,4141.46,805.84,745.46,4081.08
25590,25591,1034,2256,9,43:46.6,43:46.6,23,Cancelled,Failed,4014.5,738.73,722.61,3998.38
25591,25592,1034,204,1,43:46.6,43:46.6,23,Completed,Pending,3492.77,536.58,628.7,3584.89
25592,25593,1034,1122,5,43:46.6,43:46.6,23,Confirmed,Refunded,1598.61,20.51,287.75,1865.85
25593,25594,1034,1932,8,43:46.6,43:46.6,23,Completed,Paid,3535.8,612.53,636.44,3559.71
25594,25595,1034,150,1,43:46.6,43:46.6,23,Cancelled,Paid,3267.33,1.93,588.12,3853.52
25595,25596,1034,1122,5,43:46.6,43:46.6,23,Cancelled,Failed,2702.88,211.82,486.52,2977.58
25596,25597,1034,150,1,43:46.6,43:46.6,23,Completed,Paid,1078.83,131.53,194.19,1141.49
25597,25598,1034,1392,6,43:46.6,43:46.6,23,Cancelled,Refunded,1884.39,28.58,339.19,2195
25598,25599,1034,2202,9,43:46.6,43:46.6,23,Confirmed,Failed,4612.36,379.58,830.22,5063
25599,25600,1034,1662,7,43:46.6,43:46.6,23,Confirmed,Refunded,3485.91,131.9,627.46,3981.47
25600,25601,1034,2418,9,43:46.6,43:46.6,23,Completed,Failed,1524.99,272.75,274.5,1526.74
25601,25602,1034,852,4,43:46.6,43:46.6,23,Confirmed,Paid,4281.06,0.21,770.59,5051.44
25602,25603,1034,1770,7,43:46.6,43:46.6,23,Cancelled,Refunded,1309.3,35.83,235.67,1509.14
25603,25604,1034,1500,6,43:46.6,43:46.6,23,Confirmed,Pending,3588.52,166.63,645.93,4067.82
25604,25605,1034,2202,9,43:46.6,43:46.6,23,Completed,Failed,2116.79,16.02,381.02,2481.79
25605,25606,1034,1554,6,43:46.6,43:46.6,23,Cancelled,Pending,4330.95,577.96,779.57,4532.56
25606,25607,1034,906,4,43:46.6,43:46.6,23,Confirmed,Failed,3695.41,569.25,665.17,3791.33
25607,25608,1034,1608,6,43:46.6,43:46.6,23,Cancelled,Refunded,2815.78,225.16,506.84,3097.46
25608,25609,1034,528,2,43:46.6,43:46.6,23,Completed,Refunded,2992.97,268.12,538.73,3263.58
25609,25610,1034,1932,8,43:46.6,43:46.6,23,Confirmed,Pending,864.55,151.81,155.62,868.36
25610,25611,1034,798,3,43:46.6,43:46.6,23,Confirmed,Failed,1888.6,59.32,339.95,2169.23
25611,25612,1034,528,2,43:46.6,43:46.6,23,Cancelled,Refunded,974.96,184.41,175.49,966.04
25612,25613,1034,2040,8,43:46.6,43:46.6,23,Confirmed,Refunded,4040.51,535.27,727.29,4232.53
25613,25614,1034,258,1,43:46.6,43:46.6,23,Cancelled,Paid,1701.21,111.15,306.22,1896.28
25614,25615,1034,1284,5,43:46.6,43:46.6,23,Cancelled,Paid,4774.72,261.58,859.45,5372.59
25615,25616,1034,1716,7,43:46.6,43:46.6,23,Cancelled,Refunded,3424.86,652.45,616.47,3388.88
25616,25617,1034,1986,8,43:46.6,43:46.6,23,Cancelled,Refunded,3132.96,387.85,563.93,3309.04
25617,25618,1034,2202,9,43:46.6,43:46.6,23,Confirmed,Failed,1640.19,160.67,295.23,1774.75
25618,25619,1034,1716,7,43:46.6,43:46.6,23,Cancelled,Failed,3073.31,135.97,553.2,3490.54
25619,25620,1034,1446,6,43:46.6,43:46.6,23,Completed,Paid,951.83,124.61,171.33,998.55
25620,25621,1034,1878,7,43:46.6,43:46.6,23,Confirmed,Refunded,2495.62,286.3,449.21,2658.53
25621,25622,1034,2364,9,43:46.6,43:46.6,23,Cancelled,Pending,3366.01,136.37,605.88,3835.52
25622,25623,1034,1608,6,43:46.6,43:46.6,23,Confirmed,Pending,3718.09,183.73,669.26,4203.62
25623,25624,1034,42,1,43:46.6,43:46.6,23,Completed,Failed,720.82,53.38,129.75,797.19
25624,25625,1035,378,2,43:46.6,43:46.6,27,Confirmed,Refunded,2875.82,43.52,517.65,3349.95
25625,25626,1035,702,3,43:46.6,43:46.6,27,Completed,Paid,3454.62,43.15,621.83,4033.3
25626,25627,1035,2214,9,43:46.6,43:46.6,27,Cancelled,Failed,558.79,24.21,100.58,635.16
25627,25628,1035,324,2,43:46.6,43:46.6,27,Confirmed,Pending,1154.96,90.15,207.89,1272.7
25628,25629,1035,54,1,43:46.6,43:46.6,27,Cancelled,Failed,1875.47,213.87,337.58,1999.18
25629,25630,1035,270,1,43:46.6,43:46.6,27,Confirmed,Failed,4894.12,900.75,880.94,4874.31
25630,25631,1035,432,2,43:46.6,43:46.6,27,Cancelled,Failed,748.98,40.04,134.82,843.76
25631,25632,1035,1836,7,43:46.6,43:46.6,27,Cancelled,Paid,753.89,18.4,135.7,871.19
25632,25633,1035,54,1,43:46.6,43:46.6,27,Completed,Pending,1679.09,61.81,302.24,1919.52
25633,25634,1035,1404,6,43:46.6,43:46.6,27,Cancelled,Paid,2773.31,502.72,499.2,2769.79
25634,25635,1035,1404,6,43:46.6,43:46.6,27,Completed,Pending,2121,65.78,381.78,2437
25635,25636,1035,810,3,43:46.6,43:46.6,27,Completed,Failed,3505.09,608.32,630.92,3527.69
25636,25637,1035,1296,5,43:46.6,43:46.6,27,Cancelled,Paid,2498.08,339.25,449.65,2608.48
25637,25638,1035,756,3,43:46.6,43:46.6,27,Completed,Paid,4137.34,557.86,744.72,4324.2
25638,25639,1035,2322,9,43:46.6,43:46.6,27,Completed,Refunded,3018.26,441.84,543.29,3119.71
25639,25640,1035,162,1,43:46.6,43:46.6,27,Cancelled,Paid,4387.48,365.02,789.75,4812.21
25640,25641,1035,1890,7,43:46.6,43:46.6,27,Completed,Pending,4381.18,196.1,788.61,4973.69
25641,25642,1035,1404,6,43:46.6,43:46.6,27,Confirmed,Refunded,3353.46,652.39,603.62,3304.69
25642,25643,1035,1512,6,43:46.6,43:46.6,27,Cancelled,Paid,3296.15,210.4,593.31,3679.06
25643,25644,1035,2322,9,43:46.6,43:46.6,27,Completed,Paid,768.66,50.09,138.36,856.93
25644,25645,1035,1134,5,43:46.6,43:46.6,27,Cancelled,Pending,1753.71,149.06,315.67,1920.32
25645,25646,1035,2376,9,43:46.6,43:46.6,27,Cancelled,Failed,2466.96,475.13,444.05,2435.88
25646,25647,1035,1134,5,43:46.6,43:46.6,27,Cancelled,Failed,1228.38,59.72,221.11,1389.77
25647,25648,1035,2646,10,43:46.6,43:46.6,27,Confirmed,Paid,3752.12,330.39,675.38,4097.11
25648,25649,1035,378,2,43:46.6,43:46.6,27,Confirmed,Pending,3422.71,548.06,616.09,3490.74
25649,25650,1036,2451,10,43:46.6,43:46.6,11,Completed,Pending,4240.75,432.94,763.33,4571.14
25650,25651,1036,777,3,43:46.6,43:46.6,11,Cancelled,Refunded,1488,151.88,267.84,1603.96
25651,25652,1036,885,4,43:46.6,43:46.6,11,Completed,Refunded,1664.62,273.56,299.63,1690.69
25652,25653,1036,2019,8,43:46.6,43:46.6,11,Completed,Refunded,4754.23,704.2,855.76,4905.79
25653,25654,1036,1209,5,43:46.6,43:46.6,11,Cancelled,Failed,2922.64,412.66,526.08,3036.06
25654,25655,1036,1749,7,43:46.6,43:46.6,11,Completed,Pending,1487.86,86.38,267.81,1669.29
25655,25656,1036,561,3,43:46.6,43:46.6,11,Completed,Paid,2927.61,300.88,526.97,3153.7
25656,25657,1036,399,2,43:46.6,43:46.6,11,Cancelled,Refunded,867.91,89.45,156.22,934.68
25657,25658,1036,1965,8,43:46.6,43:46.6,11,Confirmed,Failed,3178.43,6.7,572.12,3743.85
25658,25659,1036,1857,7,43:46.6,43:46.6,11,Confirmed,Paid,2437.69,274.15,438.78,2602.32
25659,25660,1036,1425,6,43:46.6,43:46.6,11,Confirmed,Pending,2400.86,382.82,432.15,2450.19
25660,25661,1036,669,3,43:46.6,43:46.6,11,Confirmed,Failed,4285.04,701.18,771.31,4355.17
25661,25662,1036,2451,10,43:46.6,43:46.6,11,Confirmed,Refunded,761.32,40.91,137.04,857.45
25662,25663,1036,345,2,43:46.6,43:46.6,11,Cancelled,Refunded,2004.67,257.01,360.84,2108.5
25663,25664,1036,291,2,43:46.6,43:46.6,11,Confirmed,Paid,3429.1,162.79,617.24,3883.55
25664,25665,1036,831,4,43:46.6,43:46.6,11,Cancelled,Paid,1723.86,208.93,310.29,1825.22
25665,25666,1036,291,2,43:46.6,43:46.6,11,Cancelled,Refunded,3777.95,326.99,680.03,4130.99
25666,25667,1036,723,3,43:46.6,43:46.6,11,Confirmed,Pending,3564.98,69.05,641.7,4137.63
25667,25668,1036,2343,9,43:46.6,43:46.6,11,Confirmed,Pending,1677.8,312.54,302,1667.26
25668,25669,1036,453,2,43:46.6,43:46.6,11,Cancelled,Refunded,4640.18,552.37,835.23,4923.04
25669,25670,1036,561,3,43:46.6,43:46.6,11,Cancelled,Failed,2144.62,200.22,386.03,2330.43
25670,25671,1036,1911,8,43:46.6,43:46.6,11,Cancelled,Refunded,3793.91,81.45,682.9,4395.36
25671,25672,1036,291,2,43:46.6,43:46.6,11,Cancelled,Failed,3122.88,623.26,562.12,3061.74
25672,25673,1036,1425,6,43:46.6,43:46.6,11,Cancelled,Failed,1575.65,43.11,283.62,1816.16
25673,25674,1036,183,1,43:46.6,43:46.6,11,Completed,Failed,3790.28,443.06,682.25,4029.47
25674,25675,1036,1047,4,43:46.6,43:46.6,11,Confirmed,Failed,3772.24,455.69,679,3995.55
25675,25676,1036,399,2,43:46.6,43:46.6,11,Completed,Refunded,1649.24,296.37,296.86,1649.73
25676,25677,1036,1695,7,43:46.6,43:46.6,11,Confirmed,Failed,3321.83,320.99,597.93,3598.77
25677,25678,1036,2289,9,43:46.6,43:46.6,11,Completed,Paid,3177.09,255.96,571.88,3493.01
25678,25679,1036,1479,6,43:46.6,43:46.6,11,Completed,Failed,3900.22,120.28,702.04,4481.98
25679,25680,1036,777,3,43:46.6,43:46.6,11,Confirmed,Failed,4106.34,417.73,739.14,4427.75
25680,25681,1036,453,2,43:46.6,43:46.6,11,Completed,Refunded,1429.09,203.23,257.24,1483.1
25681,25682,1037,1337,5,43:46.6,43:46.6,1,Completed,Paid,884.2,162.82,159.16,880.54
25682,25683,1037,2417,9,43:46.6,43:46.6,1,Completed,Failed,2150.5,90.71,387.09,2446.88
25683,25684,1037,527,2,43:46.6,43:46.6,1,Confirmed,Refunded,3042.33,539.24,547.62,3050.71
25684,25685,1037,149,1,43:46.6,43:46.6,1,Completed,Failed,3379.98,131.32,608.4,3857.06
25685,25686,1037,1877,7,43:46.6,43:46.6,1,Confirmed,Failed,2194.54,309.38,395.02,2280.18
25686,25687,1037,1769,7,43:46.6,43:46.6,1,Confirmed,Refunded,2531.38,117.09,455.65,2869.94
25687,25688,1037,2471,10,43:46.6,43:46.6,1,Confirmed,Refunded,4121.97,234.51,741.95,4629.41
25688,25689,1037,905,4,43:46.6,43:46.6,1,Cancelled,Pending,3062.27,92.14,551.21,3521.34
25689,25690,1037,257,1,43:46.6,43:46.6,1,Confirmed,Refunded,4373.64,363.89,787.26,4797.01
25690,25691,1037,1877,7,43:46.6,43:46.6,1,Cancelled,Refunded,751.54,11.6,135.28,875.22
